StudyID,ArticleCounter,ExperimentCounter,No.,CoderID,ArticleID,StudyNo,StudyType,Experimental_Drug,Manipulation,EffectSizeID,Year,PublicationStatus,PublicationType,Journal,Title,Author,CorrespondenceEmail,DOI,ArticleSource,CountryofOrigin,Continent,SampleNo,SampleSize,Female,FemaleRatio,MeanAge,StudyDesign,IBASampleInfo,IBASampleRandomization,IBAInclusion,IBAExclusion,IBAManipulationInfo,IBADVInfo,IBABaselineTraumaHistory,IBADiaryCodingReliability,IBAAnalysisPlan,IBAPeerReviewed,IBATraumaManipulationCheck,TotalIBAScore,StatExtracted,ExperimentalCondition,Level1_ExperimentalCondition,Intrusion_Predicted_Direction,ComparisonCondition,Level1_ComparisonCondition,Level2_final,Level3_Type_final,Level3_Task_Instruction_final,ComparisonType,ExperimentalConditionSampleSize,ComparisonConditionSampleSize,StudySampleSize,TimeOfManipulation,TraumaInductionStimuli,EncodingTask,StimuliNo.,StimuliDuration,DependentVariables,DependentVariablesType,DVTask,ModeOfMeasurement,TimeOfMeasurement,MeasurementDuration,Intrusion_Retro_or_RealTime,Intrusion_Content,ManipulationBeneficial,ResultSummary,PhysioMeasures,ClinicalSymptomMeasures,VoluntaryMemoryMeasure,VoluntaryMemoryDirection,Experimental_Mean,Experimental_SE,Experimental_SD,Comparison_Mean,Comparison_SE,Comparison_SD,GroupDifference,T-test,Z-test,pvalue,EffectSize,EffectSizeType,Notes,Mo_Windy_Common,Notes_fromWindy,DirectionSign,DirectionSignMo,TraumaStimuliType,Physio_binary,Level3_Beh_Pharma_Neuro,Level3_Direct_Indirect,Level3_Imagery_Verbal_Emotion_Other,Level3_Task_Instruction
25,1,1,110,MMV & SZ,19,1,Behavioural,NA,Film-related rumination,110,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,the effect of rumination on intrusive images and mood: an experimental investigation using the trauma film paradigm,"Ball, Sarah C.;Brewin, Chris R.",sarah.ball@eastlondon.nhs.uk,10.5127/jep.019511,PsycInfo & ProQuest,England,Europe,3,57,42,0.7,22.61316,Between-subject,1,1,1,1,1,1,1,0,1,1,1,8.5,"Table 2, page 303",Film-related rumination (fR),Film-related rumination,Increase,No-task,No-Task,Film-related rumination,Direct Verbal,Instruction,No-Task,20,19,39,Immediate + Delayed Post,Trauma film,Trauma film,5,12.5min,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusions.,NA,DASS-21,No,NA,7.15,Not Reported,4.43,4.42,Not Reported,3.67,2.73,Not Reported,NA,Not Reported,Not Reported,Not Reported,image-based intrusions,1,,,,Film,No,Behavioural,Direct,Verbal,Instruction
25,,,111,MMV & SZ,19,1,Behavioural,NA,Non-film-related rumination,111,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,the effect of rumination on intrusive images and mood: an experimental investigation using the trauma film paradigm,"Ball, Sarah C.;Brewin, Chris R.",sarah.ball@eastlondon.nhs.uk,10.5127/jep.019511,PsycInfo & ProQuest,England,Europe,3,57,42,0.7,22.61316,Between-subject,1,1,1,1,1,1,1,0,1,1,1,8.5,"Table 2, page 303",Non-film related rumination (NfR),Non-film related rumination,Increase,No-task,No-Task,Non-film related rumination,Indirect Verbal,Instruction,No-Task,18,19,37,Immediate + Delayed Post,Trauma film,Trauma film,5,12.5min,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusions.,NA,DASS-21,No,NA,6.22,Not Reported,3.52,4.42,Not Reported,3.67,1.8,Not Reported,NA,Not Reported,Not Reported,Not Reported,image-based intrusions,1,,,,Film,No,Behavioural,Indirect,Verbal,Instruction
25,,,112,MMV & SZ,19,1,Behavioural,NA,Film-related rumination,112,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,the effect of rumination on intrusive images and mood: an experimental investigation using the trauma film paradigm,"Ball, Sarah C.;Brewin, Chris R.",sarah.ball@eastlondon.nhs.uk,10.5127/jep.019511,PsycInfo & ProQuest,England,Europe,3,57,42,0.7,22.61316,Between-subject,1,1,1,1,1,1,1,0,1,1,1,8.5,"Table 2, page 303",Film-related rumination (fR),Film-related rumination,Increase,No-task,No-Task,Film-related rumination,Direct Verbal,Instruction,No-Task,20,19,39,Immediate + Delayed Post,Trauma film,Trauma film,5,12.5min,Mean Emotional Distress,Emotion,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusion distress,NA,DASS-21,No,NA,36.53,Not Reported,21.81,31.5,Not Reported,24.61,5.03,Not Reported,NA,Not Reported,Not Reported,Not Reported,image-based intrusions,1,,,,Film,No,Behavioural,Direct,Verbal,Instruction
25,,,113,MMV & SZ,19,1,Behavioural,NA,Non-film-related rumination,113,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,the effect of rumination on intrusive images and mood: an experimental investigation using the trauma film paradigm,"Ball, Sarah C.;Brewin, Chris R.",sarah.ball@eastlondon.nhs.uk,10.5127/jep.019511,PsycInfo & ProQuest,England,Europe,3,57,42,0.7,22.61316,Between-subject,1,1,1,1,1,1,1,0,1,1,1,8.5,"Table 2, page 303",Non-film related rumination (NfR),Non-film related rumination,Increase,No-task,No-Task,Non-film related rumination,Indirect Verbal,Instruction,No-Task,18,19,37,Immediate + Delayed Post,Trauma film,Trauma film,5,12.5min,Mean Emotional Distress,Emotion,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusion distress,NA,DASS-21,No,NA,45.93,Not Reported,20.34,31.5,Not Reported,24.61,14.43,Not Reported,NA,Not Reported,Not Reported,Not Reported,image-based intrusions,1,,,,Film,No,Behavioural,Indirect,Verbal,Instruction
26,1,1,114,MMV & SZ,20,1,Behavioural,NA,Visuospatial tapping task,114,2012,Published,Journal Article,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,imagery in the aftermath of viewing a traumatic film: using cognitive tasks to modulate the development of involuntary memory,"Deeprose, Catherine; Zhang, Shuqi; DeJong, Hannah; Dalgleish, Tim; Holmes, Emily A.",Catherine.Deeprose@psych.ox.ac.uk,10.1016/j.jbtep.2011.10.008,Web of Science,England,Europe,3,60,39,0.65,27.4,Between-subject,1,1,1,1,1,1,0,0,0,1,1,8,"Figure 1, page 761",Visuospatial tapping task,Finger tapping,Decrease,No-task,No-Task,Finger tapping,Indirect Imagery,Task,No-Task,20,20,40,Immediate Post,Trauma film,Trauma film,13,9min,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image + sensory,Positive,Visuospatial tapping significantly reduced intrusions compared to no-task condition,NA,NA,No,NA,1.9,Not Reported,2.31,4.5,Not Reported,4.76,-2.6,t(38) = 2.20,NA,0.034,0.66,Cohen's d,visual and audio intrusions; Got stat info from the author via email,1,,,,Film,No,Behavioural,Indirect,Imagery,Task
26,,,115,MMV & SZ,20,1,Behavioural,NA,Verbal task,115,2012,Published,Journal Article,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,imagery in the aftermath of viewing a traumatic film: using cognitive tasks to modulate the development of involuntary memory,"Deeprose, Catherine; Zhang, Shuqi; DeJong, Hannah; Dalgleish, Tim; Holmes, Emily A.",Catherine.Deeprose@psych.ox.ac.uk,10.1016/j.jbtep.2011.10.008,Web of Science,England,Europe,3,60,39,0.65,27.4,Between-subject,1,1,1,1,1,1,0,0,0,1,1,8,"Figure 1, page 761",Verbal interference task,Number counting,Increase,No-task,No-Task,Number counting,Indirect Verbal,Task,No-Task,20,20,40,Immediate Post,Trauma film,Trauma film,13,9min,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image + sensory,Null,Both conditions did not significantly in terms of intrusions.,NA,NA,No,NA,4.7,Not Reported,1.66,4.5,Not Reported,4.76,0.2,t(38)  = 0.18,NA,0.86,Not Reported,Not Reported,visual and audio intrusions; Got stat info from the author via email,1,,,,Film,No,Behavioural,Indirect,Verbal,Task
27,,1,116,MMV & SZ,20,2,Behavioural,NA,reminder + Visuospatial tapping task,116,2012,Published,Journal Article,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,imagery in the aftermath of viewing a traumatic film: using cognitive tasks to modulate the development of involuntary memory,"Deeprose, Catherine; Zhang, Shuqi; DeJong, Hannah; Dalgleish, Tim; Holmes, Emily A.",Catherine.Deeprose@psych.ox.ac.uk,10.1016/j.jbtep.2011.10.008,Web of Science,England,Europe,3,75,37,0.493333333,25.5,Between-subject,1,1,1,1,1,1,0,0,0,1,1,8,"Figure 2, page 762",Reminder + Visuospatial tapping task,Trauma reminder + Finger tapping,Decrease,No-task,No-Task,Trauma reminder + Finger tapping,Direct imagery + Indirect imagery,Task,No-Task,25,25,50,Immediate Post,Trauma film,Trauma film,14,22min,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image + sensory,Positive,Visuospatial tapping significantly reduced intrusions compared to no-task condition,NA,NA,Yes,Null,2.96,Not Reported,3.17,4.92,Not Reported,3.56,-1.96,t(48) = 2.06,NA,0.045,0.6,Cohen's d,visual and audio intrusions; Got stat info from the author via email,1,,,,Film,No,Behavioural,Direct + Indirect,Imagery,Task
27,,,117,MMV & SZ,20,2,Behavioural,NA,reminder + verbal task,117,2012,Published,Journal Article,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,imagery in the aftermath of viewing a traumatic film: using cognitive tasks to modulate the development of involuntary memory,"Deeprose, Catherine; Zhang, Shuqi; DeJong, Hannah; Dalgleish, Tim; Holmes, Emily A.",Catherine.Deeprose@psych.ox.ac.uk,10.1016/j.jbtep.2011.10.008,Web of Science,England,Europe,3,75,37,0.493333333,25.5,Between-subject,1,1,1,1,1,1,0,0,0,1,1,8,"Figure 2, page 762",Reminder + Verbal interference task,Trauma reminder + Number counting,Increase,No-task,No-Task,Trauma reminder + Number counting,Direct imagery + Indirect verbal,Task,No-Task,25,25,50,Immediate Post,Trauma film,Trauma film,14,22min,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image + sensory,Null,Both conditions did not significantly in terms of intrusions.,NA,NA,Yes,Null,6.76,Not Reported,5.42,4.92,Not Reported,3.56,1.84,t(48) = 1.42,NA,0.16,Not Reported,Not Reported,visual and audio intrusions; Got stat info from the author via email,1,,,,Film,No,Behavioural,Direct + Indirect,Imagery + Verbal,Task
28,1,1,118,MMV & SZ,21,1,Behavioural,NA,Imagery rescripting,118,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,anxiety symptoms influence the effect of post-trauma interventions after analogue trauma,"Hagenaars, Muriel A.",m.hagenaars@psych.ru.nl,10.5127/jep.020311,PsycInfo & ProQuest,Netherlands,Europe,2,40,Not Reported,Not Reported,Not Reported,Between-subject,0.5,1,1,1,1,1,1,0,0,1,1,8,"Table 1, page 214",Imagery Rescripting,Imagery rescripting,Decrease,Imagery Reexperience,Imagery re-experience,Imagery rescripting vs. Imagery re-experience,Direct Imagery,Task,Experimental Task,18,22,40,Immediate Post,Trauma film,Trauma film,4,10min,Intrusion Frequency,Involuntary memory,_Tabular diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusions.,NA,NA,No,NA,3.89,Not Reported,2.65,3.64,Not Reported,3.4,0.25,t(38) = .25,NA,0.8,Not Reported,Not Reported,image-based intrusions,1,,,,Film,No,Behavioural,Direct,Imagery,Task
28,,,119,MMV & SZ,21,1,Behavioural,NA,Imagery rescripting,119,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,anxiety symptoms influence the effect of post-trauma interventions after analogue trauma,"Hagenaars, Muriel A.",m.hagenaars@psych.ru.nl,10.5127/jep.020311,PsycInfo & ProQuest,Netherlands,Europe,2,40,Not Reported,Not Reported,Not Reported,Between-subject,0.5,1,1,1,1,1,1,0,0,1,1,8,"Table 1, page 214",Imagery Rescripting,Imagery rescripting,Decrease,Imagery Reexperience,Imagery re-experience,Imagery rescripting vs. Imagery re-experience,Direct Imagery,Task,Experimental Task,18,22,40,Immediate Post,Trauma film,Trauma film,4,10min,Intrusion Frequency,Involuntary memory,_Tabular diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Thought,Null,Both conditions did not significantly in terms of intrusions.,NA,NA,No,NA,1.22,Not Reported,1.35,1.51,Not Reported,1.7,-0.29,Not Reported,NA,Not Reported,Not Reported,Not Reported,thought intrusions,1,,,,Film,No,Behavioural,Direct,Imagery,Task
29,1,1,120,MMV & SZ,22,1,Behavioural,NA,Unconscious thought,120,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,to think or not to think about trauma? an experimental investigation into unconscious thought and intrusion development,"Krans, Julie;Bos, Maarten W.",j.krans@unsw.edu.au,10.5127/jep.020011,PsycInfo & ProQuest,Netherlands,Europe,3,149,111,0.744966443,21.53,Between-subject,1,1,1,1,1,1,0,NA,1,1,1,9,Page 317,Unconscious thought (2-back working memory task + being told need film information),Unconscious imagery re-experince,Decrease,Conscious thought (trauma recall + being told need film information),Imagery re-experience,Unconscious vs. Conscious imagery re-experience,Direct imagery,Task vs. Instruction,Experimental Task,46,24,70,Immediate Post,Trauma Film,Trauma Film,1,8.42 minutes,Intrusion Frequency,Involuntary memory,Intrusion provocation task,Lab-based intrusion monitoring task,Same day post trauma film,2 minutes,Real Time,NA,Positive,Unconscious thought significantly reduced lab intrusions compared to conscious thought,NA,trait anxiety,Yes,Null,6,Not Reported,4.41,9.13,Not Reported,6.23,-3.13,Not Reported,NA,Not Reported,Not Reported,Not Reported,Intrusion content info Not Reported; Sample size info provided by author via email,1,,,,Film,No,Behavioural,Direct,Imagery,Task vs. Instruction
29,,,121,MMV & SZ,22,1,Behavioural,NA,Conscious thought,121,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,to think or not to think about trauma? an experimental investigation into unconscious thought and intrusion development,"Krans, Julie;Bos, Maarten W.",j.krans@unsw.edu.au,10.5127/jep.020011,PsycInfo & ProQuest,Netherlands,Europe,3,149,111,0.744966443,21.53,Between-subject,1,1,1,1,1,1,0,NA,1,1,1,9,Page 317,Conscious thought (trauma recall + being told need film information),Imagery re-experience,Increase,Control (2-back working memory task [being told the exp. has ended]),Control (working memory task),Imagery re-experience,Direct Imagery,Instruction,Experimental Task,24,18,42,Immediate Post,Trauma Film,Trauma Film,1,8.42 minutes,Intrusion Frequency,Involuntary memory,Intrusion provocation task,Lab-based intrusion monitoring task,Same day post trauma film,2 minutes,Real Time,NA,Null,Both conditions did not significantly in terms of intrusions.,NA,trait anxiety,Yes,Null,9.13,Not Reported,6.23,8.44,Not Reported,6.89,0.69,Not Reported,NA,Not Reported,Not Reported,Not Reported,Intrusion content info Not Reported; Sample size info provided by author via email,1,,,,Film,No,Behavioural,Direct,Imagery,Instruction
29,,,122,MMV & SZ,22,1,Behavioural,NA,Distraction (control condition),122,2012,Published,Journal Article,JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,to think or not to think about trauma? an experimental investigation into unconscious thought and intrusion development,"Krans, Julie;Bos, Maarten W.",j.krans@unsw.edu.au,10.5127/jep.020011,PsycInfo & ProQuest,Netherlands,Europe,3,149,111,0.744966443,21.53,Between-subject,1,1,1,1,1,1,0,NA,1,1,1,9,Page 317,Unconscious thought (2-back working memory task + being told need film information),Unconscious imagery re-experince,Unspecified,Control (2-back working memory task [being told the exp. has ended]),Control (working memory task),Unconscious imagery re-experince,Direct imagery,Task,Experimental Task,46,18,64,Immediate Post,Trauma Film,Trauma Film,1,8.42 minutes,Intrusion Frequency,Involuntary memory,Intrusion provocation task,Lab-based intrusion monitoring task,Same day post trauma film,2 minutes,Real Time,NA,Negative,Unconscious thought significantly reduced lab intrusions compared to distraction,NA,trait anxiety,Yes,Null,6,Not Reported,4.41,8.44,Not Reported,6.89,-2.44,Not Reported,NA,Not Reported,Not Reported,Not Reported,Intrusion content info Not Reported; Sample size info provided by author via email,1,,,,Film,No,Behavioural,Direct,Imagery,Task
30,1,1,123,MMV & SZ,23,1,Behavioural,NA,High-self relevance of the film,123,2013,Published,Journal Article,CONSCIOUSNESS AND COGNITION,the self and involuntary memory: identifying with the victim increases memory accessibility for stressful events,"Krans, Julie",j.krans@unsw.edu.au,10.1016/j.concog.2013.08.006,Web of Science,Australia,Australia,3,40,38,0.95,19.65,Between-subject,0.5,1,1,1,1,1,1,0,1,1,1,9.5,"Table 1, 1301",High self-relevance,Contextual information,Increase,No-task,No-Task,Contextual information,Direct Verbal,Instruction,No-Task,15,12,27,Peri,Trauma film,Trauma film,4,7min 55s,Intrusion Frequency,Involuntary memory,Paper Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusions.,NA,NA,No,NA,2.8,Not Reported,2.73,1.42,Not Reported,1.08,1.38,Not Reported,NA,Not Reported,Not Reported,Not Reported,Intrusion content info Not Reported; Female size info provided by author via email,1,,,,Film,No,Behavioural,Direct,Verbal,Instruction
30,,,124,MMV & SZ,23,1,Behavioural,NA,Low-self relevance of the film,124,2013,Published,Journal Article,CONSCIOUSNESS AND COGNITION,the self and involuntary memory: identifying with the victim increases memory accessibility for stressful events,"Krans, Julie",j.krans@unsw.edu.au,10.1016/j.concog.2013.08.006,Web of Science,Australia,Australia,3,40,38,0.95,19.65,Between-subject,0.5,1,1,1,1,1,1,0,1,1,1,9.5,"Table 1, 1301",Low self-relevance,Contextual information,Unspecified,No-task,No-Task,Contextual information,Direct Verbal,Instruction,No-Task,13,12,25,Peri,Trauma film,Trauma film,4,7min 55s,Intrusion Frequency,Involuntary memory,Paper Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusions.,NA,NA,No,NA,1.08,Not Reported,1.5,1.42,Not Reported,1.08,-0.34,Not Reported,NA,Not Reported,Not Reported,Not Reported,Intrusion content info Not Reported; Female size info provided by author via email,1,,,,Film,No,Behavioural,Direct,Verbal,Instruction
31,1,1,125,MMV & SZ,24,1,Behavioural,NA,Abstract processing style,125,2013,Published,Journal Article,Journal of Behavior Therapy and Experimental Psychiatry,Can concreteness training buffer against the negative effects of rumination on ptsd? an experimental analogue study,"Schaich, Anja; Watkins, Edward R.; Ehring, Thomas",thomas.ehring@uni-muenster.de,10.1016/j.jbtep.2013.03.006,Web of Science,Germany,Europe,2,66,66,1,20.05,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,Not Reported,Concrete processing style,Concrete processing,Decrease,Abstract processing style,Film-related rumination,Concrete processing vs. Film-related rumination,Direct imagery vs. Direct verbal,Instruction,Experimental Task,34,32,66,Pre,Trauma film,Trauma film,1,14min,Intrusion Frequency,Involuntary memory,Intrusion questionnaire,Self-report questionnaire,Immediate post trauma film,3min,Retrospective,Not Reported,Null,No group difference on the immediate post trauma film intrusion frequency measured by intrusion questionnaire between Abstract and Concrete processing style group,_Heart rate (HR) and skin conductance (SCL),NA,No,NA,Not Reported,,Not Reported,Not Reported,,Not Reported,#VALUE!,Not Reported,,Not Reported,Not Reported,Not Reported,"Contact author for mean/SD. In this article, they combined lab intrusion questionnaire immediate post film and post trauma film reminder. Here I coded them separately; Also they did not provide the mean/SD for each group, but only have the regression parameters",1,,,,Film,Yes,Behavioural,Direct,Imagery vs. Verbal,Instruction
31,,,126,MMV & SZ,24,1,Behavioural,NA,Abstract processing style,126,2013,Published,Journal Article,Journal of Behavior Therapy and Experimental Psychiatry,Can concreteness training buffer against the negative effects of rumination on ptsd? an experimental analogue study,"Schaich, Anja; Watkins, Edward R.; Ehring, Thomas",thomas.ehring@uni-muenster.de,10.1016/j.jbtep.2013.03.006,Web of Science,Germany,Europe,2,66,66,1,20.05,Between-subject,1,1,1,1,1,1,1,0,0,1,1,9,Not Reported,Concrete processing style,Concrete processing,Decrease,Abstract processing style,Film-related rumination,Concrete processing vs. Film-related rumination,Direct imagery vs. Direct verbal,Instruction,Experimental Task,34,32,66,Pre,Trauma film,Trauma film,1,14min,Intrusion Frequency,Involuntary memory,Intrusion questionnaire,Self-report questionnaire,Post trauma film reminder,3min,Retrospective,Not Reported,Null,No group difference on the immediate post trauma film intrusion-related distress measured by intrusion questionnaire between Abstract and Concrete processing style group,_Heart rate (HR) and skin conductance (SCL),NA,No,NA,Not Reported,,Not Reported,Not Reported,,Not Reported,#VALUE!,Not Reported,,Not Reported,Not Reported,Not Reported,"Contact author for mean/SD. In this article, they combined lab intrusion questionnaire immediate post film and post trauma film reminder. Here I coded them separately; Also they did not provide the mean/SD for each group, but only have the regression parameters",1,,,,Film,Yes,Behavioural,Direct,Imagery vs. Verbal,Instruction
